term,petitioner,respondent,jurisdiction,caseOrigin,caseSource,certReason,issue,issueArea,vote
1973,151,28,1,92,23,11,90130,9,majority
1973,114,152,1,120,25,12,120030,12,majority
1973,208,19,1,103,26,11,80060,8,majority
1973,28,212,1,52,30,11,20190,2,majority
1973,241,195,1,302,300,13,10580,1,majority
1973,119,237,1,96,22,12,90090,9,majority
1973,240,369,1,9,26,4,120010,12,majority
1973,145,151,1,302,300,12,100030,10,majority
1973,28,195,2,112,112,1,20100,2,majority
1973,222,21,1,126,24,11,60010,6,majority
1973,232,408,1,114,24,2,120020,12,majority
1973,369,207,1,55,32,12,120020,12,majority
1973,145,4,2,126,126,1,40020,4,majority
1973,19,249,2,121,121,1,90030,9,majority
1973,4,184,1,302,301,12,10050,1,majority
1973,382,249,1,32,32,12,90120,9,majority
1973,151,249,1,302,300,4,100020,10,majority
1973,28,126,1,98,24,10,10030,1,majority
1973,28,184,1,300,300,10,80100,8,majority
1973,186,27,1,88,29,2,20240,2,majority
1973,111,27,1,109,23,11,10090,1,majority
1973,116,116,1,121,25,11,80070,8,majority
1973,176,243,1,49,29,12,60010,6,majority
1973,369,240,1,9,30,11,120010,12,majority
1973,16,100,1,69,27,2,90150,9,majority
1973,151,371,1,97,22,2,20140,2,majority
1973,151,249,1,81,26,10,70200,7,majority
1973,28,28,9,0,0,1,80130,8,majority
1973,28,155,2,58,58,1,90170,9,majority
1973,155,28,2,58,58,1,50020,5,majority
1973,198,352,1,25,25,11,80300,8,majority
1973,142,27,1,48,29,10,10020,1,majority
1973,3,203,1,302,300,4,80100,8,majority
1973,352,198,1,32,32,10,80300,8,majority
1973,2,239,1,87,28,10,30180,3,majority
1973,114,135,1,66,27,2,80030,8,majority
1973,326,8,2,93,93,1,20070,2,majority
1973,182,151,4,98,24,1,90500,9,majority
1973,129,362,2,66,66,1,20200,2,majority
1973,114,114,1,53,22,2,80030,8,majority
1973,27,217,1,110,23,2,10510,1,majority
1973,151,249,1,32,32,10,70060,7,majority
1973,369,148,1,9,29,4,120010,12,majority
1973,249,8,2,302,300,1,30030,3,majority
1973,218,28,2,302,300,1,30150,3,majority
1973,28,126,1,74,26,12,10020,1,majority
1973,111,16,1,302,300,12,40050,4,majority
1973,100,28,1,302,300,11,10080,1,majority
1973,27,100,1,55,32,10,10160,1,majority
1973,28,100,1,108,29,11,10220,1,dissent
1973,151,371,1,126,24,11,70040,7,dissent
1973,27,100,1,55,32,12,10060,1,dissent
1973,100,28,1,302,300,12,10060,1,dissent
1973,382,151,1,26,26,2,70100,7,dissent
1973,195,184,1,124,22,12,90110,9,dissent
1973,27,254,1,103,26,12,10050,1,dissent
1973,27,100,1,74,26,4,10450,1,dissent
1973,215,27,1,50,29,4,40040,4,dissent
1973,16,222,1,153,27,12,90240,9,dissent
1973,361,8,1,55,32,12,10360,1,dissent
1973,159,249,1,302,301,11,100020,10,dissent
1973,27,100,1,66,27,10,10070,1,dissent
1973,27,100,1,133,27,12,10050,1,dissent
1973,27,100,1,96,22,12,10090,1,dissent
1973,124,338,1,25,25,4,90120,9,dissent
1973,27,132,2,66,66,1,80020,8,dissent
1973,211,222,1,109,23,12,20040,2,dissent
1973,19,164,1,66,27,4,20180,2,dissent
1973,211,28,2,50,50,1,20030,2,dissent
1973,27,100,1,104,26,2,10050,1,dissent
1973,3,195,2,94,22,1,80150,8,dissent
1973,113,408,2,50,50,1,10050,1,dissent
1973,27,8,2,66,66,1,40030,4,dissent
1973,382,151,1,22,22,12,70070,7,dissent
1973,239,26,1,302,300,12,20070,2,dissent
1973,168,28,2,302,300,1,20130,2,dissent
1973,100,27,1,55,32,12,10050,1,dissent
1973,128,128,1,103,26,2,80180,8,dissent
1973,27,100,1,50,29,2,10070,1,dissent
1973,134,135,1,302,300,12,20100,2,dissent
1973,28,100,1,80,21,11,10200,1,dissent
1973,213,28,1,302,301,3,20350,2,dissent
1973,119,119,1,96,22,11,90110,9,dissent
1973,100,27,1,131,24,11,10400,1,dissent
1973,28,155,2,50,50,1,20140,2,dissent
1973,159,123,1,66,27,12,80050,8,dissent
1973,222,3,1,41,25,10,20050,2,dissent
1973,28,100,1,104,26,12,10060,1,dissent
1973,28,213,1,99,24,3,20320,2,dissent
1973,240,27,1,104,26,2,120010,12,dissent
1973,233,123,1,78,21,12,80070,8,dissent
1973,27,186,2,110,23,1,20240,2,dissent
1973,226,28,2,50,50,1,30010,3,dissent
1973,1,190,1,55,32,3,30010,3,dissent
1973,28,126,1,300,300,12,20010,2,dissent
1973,220,27,1,51,29,12,30200,3,dissent
1973,27,240,1,111,23,11,90300,9,dissent
1973,324,218,1,55,32,11,90300,9,dissent
1973,211,3,1,302,300,10,30010,3,dissent
1973,111,178,1,66,27,11,30030,3,dissent
1973,28,215,1,89,28,10,40040,4,dissent
1973,27,113,2,129,129,1,80020,8,dissent
1973,27,113,2,53,53,1,80020,8,dissent
1973,27,186,2,55,32,1,20240,2,dissent
1973,28,222,1,81,26,11,20050,2,dissent
1974,27,113,2,81,81,1,90320,9,majority
1974,27,218,2,109,109,1,120010,12,majority
1974,100,27,1,0,25,12,10330,1,majority
1974,123,152,1,302,300,12,100050,10,majority
1974,114,27,1,96,22,2,120030,12,majority
1974,126,28,1,126,24,12,10020,1,majority
1974,134,135,2,66,66,1,90340,9,majority
1974,231,135,2,109,109,1,40070,4,majority
1974,174,190,1,103,26,12,30040,3,majority
1974,245,245,2,47,47,1,80240,8,majority
1974,151,382,1,32,32,12,70070,7,majority
1974,28,28,9,0,0,1,110010,11,majority
1974,28,248,2,53,53,1,90390,9,majority
1974,151,249,1,27,27,2,70120,7,majority
1974,111,16,1,302,302,11,10080,1,majority
1974,211,211,1,302,301,10,100130,10,majority
1974,179,28,2,302,300,1,20130,2,majority
1974,27,115,1,134,30,11,20150,2,majority
1974,184,7,2,302,301,1,80100,8,majority
1974,21,239,2,104,104,1,40020,4,majority
1974,138,135,1,302,300,12,20100,2,majority
1974,251,19,2,101,101,1,20090,2,majority
1974,100,27,1,52,30,12,10160,1,majority
1974,179,28,2,302,300,1,10040,1,majority
1974,333,3,1,55,32,2,80130,8,majority
1974,151,182,1,32,32,10,70060,7,majority
1974,5,211,2,121,121,1,90010,9,majority
1974,250,151,1,111,23,4,20250,2,majority
1974,21,239,1,69,27,12,90130,9,majority
1974,333,150,1,126,24,12,80130,8,majority
1974,195,27,2,124,124,1,90320,9,majority
1974,27,113,1,73,26,11,120010,12,majority
1974,136,28,1,302,301,11,40010,4,majority
1974,366,234,2,108,108,1,80220,8,majority
1974,170,28,2,302,300,1,20160,2,majority
1974,27,158,1,52,30,2,80020,8,majority
1974,382,151,1,25,25,12,70170,7,majority
1974,249,151,1,24,24,12,70170,7,majority
1974,28,100,1,94,22,2,10020,1,majority
1974,28,27,9,0,0,1,100010,10,majority
1974,206,204,1,302,300,12,90150,9,majority
1974,21,239,1,47,28,11,20400,2,majority
1974,27,4,1,23,23,4,90130,9,majority
1974,100,27,1,110,23,11,10170,1,majority
1974,170,352,1,32,32,10,80270,8,majority
1974,246,175,2,302,300,1,30040,3,majority
1974,27,100,1,0,27,12,90150,9,majority
1974,126,28,1,302,300,12,90150,9,majority
1974,27,28,9,0,0,1,100040,10,majority
1974,27,28,9,0,0,1,100040,10,majority
1974,27,28,9,0,0,1,100040,10,majority
1974,156,3,1,116,26,11,30010,3,majority
1974,28,155,1,71,28,2,20190,2,majority
1974,362,153,2,92,92,1,20130,2,majority
1974,193,28,2,302,300,1,80100,8,majority
1974,27,100,1,96,22,2,10400,1,majority
1974,28,188,2,95,95,1,20190,2,majority
1974,28,215,1,126,24,12,10040,1,majority
1974,242,28,2,42,42,1,90340,9,majority
1974,145,116,1,81,26,11,80050,8,majority
1974,129,153,2,302,300,1,20130,2,majority
1974,4,206,2,132,132,1,40050,4,majority
1974,333,150,1,25,25,2,80130,8,majority
1974,209,28,2,302,300,1,80100,8,majority
1974,382,151,1,55,32,10,50040,5,majority
1974,400,176,1,55,32,10,50040,5,majority
1974,126,28,2,302,302,1,90350,9,majority
1974,141,28,1,302,300,12,80100,8,majority
1974,28,251,2,120,120,1,20010,2,majority
1974,114,27,1,66,27,2,120030,12,majority
1974,7,212,2,96,96,1,20190,2,majority
1974,27,116,1,94,22,11,80060,8,majority
1974,405,173,1,117,26,11,80120,8,majority
1974,126,28,1,120,25,12,90020,9,majority
1974,5,251,2,43,25,1,20090,2,majority
1974,28,100,1,48,29,12,10020,1,majority
1974,28,175,1,48,29,5,20170,2,majority
1974,8,27,1,104,10,12,100120,10,majority
1974,371,247,1,111,23,12,90120,9,majority
1974,27,4,2,85,85,1,100060,10,majority
1974,251,28,2,85,85,1,20020,2,majority
1974,27,100,1,79,24,4,80170,8,majority
1974,28,100,1,78,21,10,40010,4,majority
1974,28,248,2,124,124,1,20190,2,majority
1974,28,155,2,75,75,1,90130,9,majority
1974,134,216,1,126,24,11,80010,8,majority
1974,220,28,2,302,300,1,30020,3,majority
1974,151,145,1,55,32,2,80050,8,majority
1974,27,28,9,0,0,1,100010,10,majority
1974,100,27,1,77,25,4,10330,1,majority
1974,185,237,1,109,23,12,30140,3,majority
1974,172,228,1,111,23,12,80190,8,majority
1974,27,100,1,55,32,3,10100,1,majority
1974,27,28,1,44,29,10,100040,10,majority
1974,242,3,2,302,301,1,30190,3,majority
1974,27,100,1,48,29,12,10160,1,majority
1974,231,150,2,55,55,1,80130,8,majority
1974,188,28,2,53,53,1,20190,2,majority
1974,28,215,1,96,22,12,90130,9,majority
1974,151,182,1,98,24,2,20060,2,majority
1974,249,382,1,50,29,12,10580,1,majority
1974,19,169,1,57,25,10,40010,4,majority
1974,100,28,1,302,300,13,10010,1,majority
1974,240,27,1,60,25,3,120010,12,majority
1974,100,28,1,302,301,12,10120,1,majority
1974,100,28,2,302,301,1,10120,1,majority
1974,27,100,1,51,29,12,10060,1,majority
1974,27,100,1,51,29,12,10060,1,majority
1974,3,115,1,94,22,12,90090,9,majority
1974,28,251,2,122,122,1,20090,2,majority
1974,28,220,2,121,121,1,90390,9,majority
1974,1,249,1,55,32,12,20120,2,dissent
1974,198,120,1,50,29,3,80010,8,dissent
1974,249,234,1,302,300,11,100020,10,dissent
1974,126,27,1,55,32,12,20240,2,dissent
1974,134,148,1,110,23,11,40020,4,dissent
1974,145,231,1,50,29,2,80040,8,dissent
1974,236,28,2,70,70,1,20220,2,dissent
1974,324,186,2,51,51,1,20130,2,dissent
1974,27,126,1,109,23,11,10170,1,dissent
1974,170,6,1,302,300,5,20160,2,dissent
1974,28,126,1,120,25,12,10320,1,dissent
1974,28,242,2,103,103,1,90060,9,dissent
1974,106,368,1,22,22,2,20110,2,dissent
1974,28,100,1,302,300,6,10100,1,dissent
1974,324,186,1,107,30,12,20240,2,dissent
1974,126,27,1,111,23,2,10460,1,dissent
1974,222,28,1,85,25,12,90010,9,dissent
1974,209,150,1,32,32,11,60010,6,dissent
1974,27,254,1,96,22,4,10080,1,dissent
1974,182,151,1,118,26,4,20060,2,dissent
1974,120,249,1,120,25,12,70020,7,dissent
1974,197,196,1,48,29,12,80120,8,dissent
1974,100,28,1,58,25,4,10260,1,dissent
1974,195,241,1,96,22,10,80120,8,dissent
1974,237,184,1,133,27,4,80120,8,dissent
1974,27,113,2,60,60,1,80020,8,dissent
1974,334,134,1,55,32,11,50040,5,dissent
1974,27,122,2,48,48,1,80020,8,dissent
1974,28,156,2,48,48,1,90060,9,dissent
1974,3,27,2,55,55,1,20020,2,dissent
1974,212,3,1,97,22,12,90220,9,dissent
1974,27,100,1,51,29,2,10040,1,dissent
1974,27,119,2,55,55,1,80010,8,dissent
1974,362,253,2,50,50,1,20180,2,dissent
1974,126,27,1,51,29,4,10040,1,dissent
1975,27,28,9,0,0,1,100010,10,majority
1975,184,208,1,119,25,12,80050,8,majority
1975,19,9,1,69,27,12,90090,9,majority
1975,28,100,1,302,300,12,50020,5,majority
1975,194,150,1,27,27,12,90120,9,majority
1975,245,245,1,67,27,12,80070,8,majority
1975,248,7,1,300,300,12,20140,2,majority
1975,100,27,1,60,25,12,10590,1,majority
1975,100,27,1,123,30,12,90330,9,majority
1975,27,176,1,121,25,11,120030,12,majority
1975,27,100,1,128,29,11,40010,4,majority
1975,27,206,1,55,32,12,10510,1,majority
1975,4,126,1,98,24,12,90130,9,majority
1975,116,145,1,50,29,12,80070,8,majority
1975,126,27,1,73,26,12,10440,1,majority
1975,123,233,1,50,29,12,80120,8,majority
1975,362,180,1,48,29,2,90320,9,majority
1975,252,5,1,302,300,12,80100,8,majority
1975,27,176,1,92,23,11,80140,8,majority
1975,100,27,1,98,24,12,90200,9,majority
1975,352,209,1,32,32,12,90120,9,majority
1975,122,16,1,73,26,12,90320,9,majority
1975,132,326,1,55,32,4,90120,9,majority
1975,326,132,1,111,23,4,90120,9,majority
1975,23,343,2,55,32,1,30140,3,majority
1975,106,151,1,302,301,12,20120,2,majority
1975,158,28,2,85,85,1,80110,8,majority
1975,170,6,1,302,300,12,20160,2,majority
1975,27,8,1,3,3,10,90360,9,majority
1975,352,187,1,32,32,12,80300,8,majority
1975,27,126,1,59,25,2,10390,1,majority
1975,145,151,1,103,26,12,70010,7,majority
1975,28,212,2,96,96,1,20180,2,majority
1975,369,240,1,55,32,12,40020,4,majority
1975,21,251,1,77,25,12,20090,2,majority
1975,220,20,8,302,300,1,90420,9,majority
1975,171,154,1,111,23,12,90330,9,majority
1975,182,151,1,60,25,12,20060,2,majority
1975,18,27,1,52,30,10,90090,9,majority
1975,28,138,2,96,96,1,90090,9,majority
1975,100,27,1,45,29,12,10160,1,majority
1975,27,159,1,48,29,12,80050,8,majority
1975,394,172,1,1,1,12,80210,8,majority
1975,202,28,2,66,66,1,20190,2,majority
1975,28,100,1,302,300,12,90190,9,majority
1975,19,156,2,121,121,1,90340,9,majority
1975,113,4,2,302,301,1,80100,8,majority
1975,152,172,1,122,25,12,80180,8,majority
1975,303,226,1,96,22,12,50040,5,majority
1975,113,135,1,302,300,12,90140,9,majority
1975,28,170,2,88,88,1,20160,2,majority
1975,19,8,1,66,27,12,90150,9,majority
1975,21,188,1,84,25,12,90150,9,majority
1975,171,227,2,301,300,1,90140,9,majority
1975,170,241,1,88,29,12,20150,2,majority
1975,222,352,1,32,32,12,20060,2,majority
1975,251,6,8,85,85,1,90420,9,majority
1975,167,167,1,98,24,12,80010,8,majority
1975,4,134,2,126,126,1,30020,3,majority
1975,28,28,9,0,0,1,90370,9,majority
1975,151,249,1,32,32,12,90330,9,majority
1975,27,28,9,0,0,1,100010,10,majority
1975,27,208,1,103,26,2,80060,8,majority
1975,11,414,1,48,29,2,20060,2,majority
1975,333,150,1,52,30,10,80130,8,majority
1975,362,106,2,58,58,1,20300,2,majority
1975,195,27,1,90,29,11,80130,8,majority
1975,173,113,1,96,22,2,90140,9,majority
1975,28,333,1,74,26,2,100090,10,majority
1975,333,4,1,29,29,12,100090,10,majority
1975,352,148,1,32,32,11,80270,8,majority
1975,3,249,1,100,24,12,70200,7,majority
1975,134,104,1,55,32,12,90120,9,majority
1975,113,113,1,89,28,12,90200,9,majority
1975,28,8,1,116,26,12,40010,4,majority
1975,28,28,9,0,0,1,110010,11,majority
1975,170,5,1,302,300,12,20160,2,majority
1975,215,19,1,50,29,12,10160,1,majority
1975,249,151,1,119,25,12,70200,7,majority
1975,197,196,1,66,27,2,80120,8,majority
1975,28,28,9,0,0,1,110010,11,majority
1975,234,231,2,74,74,1,80220,8,majority
1975,171,166,1,66,27,12,80050,8,majority
1975,366,231,2,126,126,1,90120,9,majority
1975,326,28,2,93,93,1,80130,8,majority
1975,342,148,1,55,32,12,80270,8,majority
1975,4,106,2,112,112,1,20120,2,majority
1975,100,28,1,302,301,2,10100,1,majority
1975,28,126,1,95,22,12,10030,1,majority
1975,130,130,1,302,300,11,30160,3,majority
1975,139,150,1,105,30,12,80130,8,majority
1975,27,8,1,3,3,2,80060,8,majority
1975,249,4,1,302,300,12,100020,10,majority
1975,232,222,1,126,24,11,20050,2,majority
1975,148,333,1,28,28,2,80130,8,majority
1975,145,151,1,121,25,12,20060,2,majority
1975,3,228,2,75,25,1,80110,8,majority
1975,4,13,2,80,80,1,20060,2,majority
1975,28,27,9,0,0,1,100010,10,majority
1975,371,132,2,73,73,1,40010,4,majority
1975,165,28,2,86,86,1,50020,5,majority
1975,28,206,1,86,28,12,90240,9,majority
1975,28,165,2,80,80,1,90070,9,majority
1975,144,148,1,81,26,13,80010,8,majority
1975,28,100,1,116,26,12,40010,4,dissent
1975,126,28,1,302,300,12,10170,1,dissent
1975,28,100,1,302,300,12,10060,1,dissent
1975,28,100,1,302,301,10,10100,1,dissent
1975,19,222,1,109,23,11,90010,9,dissent
1975,27,100,1,48,29,12,10060,1,dissent
1975,241,28,1,45,29,4,40070,4,dissent
1975,362,140,1,127,24,12,20180,2,dissent
1975,178,174,1,302,300,11,30030,3,dissent
1975,235,382,1,25,25,10,30010,3,dissent
1975,28,222,1,80,21,12,10230,1,dissent
1975,27,100,1,57,25,11,10170,1,dissent
1975,19,174,1,74,26,11,20400,2,dissent
1975,27,211,1,92,23,10,30010,3,dissent
1975,143,144,1,108,29,10,80010,8,dissent
1975,377,186,1,48,29,12,10120,1,dissent
1975,3,27,2,55,55,1,20020,2,dissent
1975,216,173,1,66,27,11,80120,8,dissent
1975,19,8,1,94,22,11,30010,3,dissent
1975,28,215,1,113,21,12,40040,4,dissent
1975,100,27,1,55,32,2,10100,1,dissent
1975,27,100,1,59,25,12,10050,1,dissent
1975,4,8,2,96,96,1,90230,9,dissent
1975,100,27,1,86,28,12,10300,1,dissent
1975,28,100,1,121,25,11,10240,1,dissent
1975,126,28,1,75,25,11,10020,1,dissent
1975,159,24,1,96,22,12,90490,9,dissent
1975,10,361,1,96,22,10,20060,2,dissent
1975,28,10,1,55,32,12,20060,2,dissent
1975,27,213,1,129,29,12,20370,2,dissent
1975,8,3,1,100,24,12,40030,4,dissent
1975,28,215,1,79,24,11,90150,9,dissent
1975,21,8,1,302,300,11,40050,4,dissent
1975,28,28,9,0,0,1,90370,9,dissent
1975,3,195,1,302,300,12,80150,8,dissent
1975,25,4,2,79,79,1,30180,3,dissent
1975,28,122,2,79,79,1,80110,8,dissent
1975,207,371,2,55,55,1,70040,7,dissent
1975,9,19,1,128,29,3,90410,9,dissent
1975,27,100,1,109,23,12,10050,1,dissent
1975,3,242,1,81,26,10,30190,3,dissent
1975,27,126,1,55,32,12,40010,4,dissent
1975,19,215,1,80,21,11,40040,4,dissent
1975,28,215,1,97,22,12,40040,4,dissent
1975,326,150,1,55,32,12,80130,8,dissent
1975,21,222,1,48,29,10,90320,9,dissent
1975,111,28,1,302,301,12,10090,1,dissent
1975,362,129,2,113,113,1,20200,2,dissent
1975,129,362,2,79,79,1,20200,2,dissent
1975,100,28,2,302,300,1,10580,1,dissent
1975,216,216,1,109,23,12,90110,9,dissent
1975,126,28,1,302,300,11,10130,1,dissent
1975,126,28,1,302,300,11,10130,1,dissent
1975,126,28,1,302,300,11,10130,1,dissent
1975,28,100,1,302,300,12,10060,1,dissent
1975,151,249,1,97,22,2,70010,7,dissent
1975,27,100,1,48,29,10,10050,1,dissent
1975,28,126,1,50,29,12,10020,1,dissent
1975,27,100,1,51,29,12,10060,1,dissent
1976,27,100,1,93,30,12,10170,1,majority
1976,27,100,1,0,30,12,10170,1,majority
1976,27,100,1,93,30,12,10350,1,majority
1976,27,240,1,126,24,12,10220,1,majority
1976,198,27,1,50,50,0,90110,9,majority
1976,100,27,1,122,25,12,10330,1,majority
1976,368,106,1,23,23,12,20260,2,majority
1976,28,100,1,47,28,12,10030,1,majority
1976,28,9,2,80,80,1,90190,9,majority
1976,4,238,2,124,124,1,90090,9,majority
1976,19,215,1,121,25,12,10140,1,majority
1976,19,208,1,104,26,12,90150,9,majority
1976,27,100,1,0,30,12,10170,1,majority
1976,126,28,1,302,300,12,10250,1,majority
1976,28,28,9,0,0,1,110020,11,majority
1976,8,21,1,84,25,11,90150,9,majority
1976,362,188,2,66,66,1,20130,2,majority
1976,179,28,2,107,107,1,20130,2,majority
1976,100,28,2,302,300,1,40050,4,majority
1976,21,8,1,104,26,11,30010,3,majority
1976,304,212,2,71,71,1,20180,2,majority
1976,152,382,1,21,21,2,70070,7,majority
1976,249,371,1,69,27,2,70060,7,majority
1976,119,4,2,302,300,1,80100,8,majority
1976,240,27,1,123,30,12,10050,1,majority
1976,195,195,2,302,300,1,90160,9,majority
1976,28,155,2,75,75,1,50020,5,majority
1976,120,145,1,302,300,12,70180,7,majority
1976,27,5,2,302,301,1,100110,10,majority
1976,184,238,1,92,23,12,80010,8,majority
1976,188,153,2,302,300,1,20130,2,majority
1976,240,369,1,9,27,2,120010,12,majority
1976,233,139,1,74,26,12,80010,8,majority
1976,27,5,2,85,85,1,20020,2,majority
1976,145,116,1,96,22,12,90110,9,majority
1976,25,18,2,104,104,1,90200,9,majority
1976,170,170,2,107,107,1,20150,2,majority
1976,362,140,1,68,27,12,90120,9,majority
1976,128,333,1,127,24,11,80130,8,majority
1976,3,28,2,302,300,1,80130,8,majority
1976,27,28,9,0,0,1,100010,10,majority
1976,151,249,1,126,24,11,70010,7,majority
1976,3,251,2,97,97,1,20090,2,majority
1976,245,28,2,302,300,1,80100,8,majority
1976,247,249,1,302,301,11,100020,10,majority
1976,226,6,1,302,300,12,30010,3,majority
1976,362,199,2,94,94,1,20130,2,majority
1976,175,28,1,119,25,12,90320,9,majority
1976,215,28,1,56,25,12,90320,9,majority
1976,28,215,1,55,32,12,10020,1,majority
1976,28,126,1,71,28,11,10120,1,majority
1976,151,392,1,25,25,10,10580,1,majority
1976,28,222,1,121,25,11,20040,2,majority
1976,28,158,1,48,29,12,100030,10,majority
1976,126,28,1,58,25,12,90150,9,majority
1976,216,4,2,302,300,1,80100,8,majority
1976,27,100,1,122,25,12,10170,1,majority
1976,27,250,2,94,94,1,20060,2,majority
1976,27,170,1,64,29,12,20150,2,majority
1976,28,130,2,91,91,1,30160,3,majority
1976,174,205,1,122,25,12,90330,9,majority
1976,27,171,1,3,3,2,120010,12,majority
1976,166,153,2,302,300,1,20200,2,majority
1976,28,215,1,98,24,12,40040,4,majority
1976,28,126,1,99,24,10,10030,1,majority
1976,195,3,1,92,23,12,30020,3,majority
1976,4,28,1,29,29,12,90130,9,majority
1976,28,100,1,95,22,2,10220,1,majority
1976,211,408,2,55,55,1,90500,9,majority
1976,19,208,2,86,28,1,90260,9,majority
1976,211,18,2,302,301,1,20220,2,majority
1976,28,28,9,0,0,1,110010,11,majority
1976,27,254,1,50,29,12,10090,1,majority
1976,28,100,1,62,29,12,90320,9,majority
1976,8,21,2,302,301,1,70030,7,majority
1976,28,193,2,126,126,1,100030,10,majority
1976,28,193,1,302,300,12,100030,10,majority
1976,245,182,1,122,25,12,90110,9,majority
1976,251,28,2,85,85,1,20090,2,majority
1976,7,248,2,103,103,1,20190,2,majority
1976,126,27,1,126,24,2,10440,1,majority
1976,151,230,1,42,25,3,20250,2,majority
1976,126,28,1,302,300,12,10130,1,majority
1976,100,27,1,109,23,11,10170,1,majority
1976,28,165,2,96,96,1,50020,5,majority
1976,27,100,1,86,28,11,10590,1,majority
1976,19,202,2,96,96,1,40020,4,majority
1976,27,186,1,55,32,12,20240,2,majority
1976,28,106,2,97,22,1,20290,2,majority
1976,27,28,9,0,0,1,100010,10,majority
1976,211,3,1,302,300,12,30010,3,majority
1976,126,28,1,302,300,12,10040,1,majority
1976,234,145,1,22,22,11,80050,8,majority
1976,113,138,1,302,300,11,20100,2,majority
1976,28,4,2,98,98,1,80110,8,majority
1976,151,332,1,48,29,10,20060,2,majority
1976,104,154,1,66,27,12,90110,9,majority
1976,28,1,1,55,32,12,20020,2,majority
1976,28,188,2,53,53,1,20190,2,majority
1976,208,5,1,60,25,11,80050,8,majority
1976,369,171,1,9,30,3,120010,12,majority
1976,28,222,1,81,26,11,20050,2,majority
1976,111,4,2,300,300,1,60020,6,majority
1976,211,361,2,55,55,1,30040,3,majority
1976,100,27,1,88,29,12,10170,1,majority
1976,27,240,1,87,28,2,120010,12,dissent
1976,215,4,1,0,26,12,90130,9,dissent
1976,217,27,1,72,30,11,40040,4,dissent
1976,151,154,1,126,24,12,20140,2,dissent
1976,3,139,1,66,27,12,20040,2,dissent
1976,28,187,1,302,300,12,100130,10,dissent
1976,27,100,1,103,26,10,10070,1,dissent
1976,382,249,1,32,32,2,70020,7,dissent
1976,19,126,1,114,24,12,10120,1,dissent
1976,19,8,1,96,22,12,40030,4,dissent
1976,185,197,1,96,22,11,80120,8,dissent
1976,156,27,1,73,26,2,30200,3,dissent
1976,16,138,2,96,96,1,90010,9,dissent
1976,237,237,1,96,22,10,80120,8,dissent
1976,170,19,1,115,28,11,20150,2,dissent
1976,239,19,1,58,25,12,10140,1,dissent
1976,126,28,1,302,300,12,10130,1,dissent
1976,106,1,2,94,94,1,20200,2,dissent
1976,237,28,2,302,300,1,80110,8,dissent
1976,28,175,2,109,109,1,90130,9,dissent
1976,27,254,1,302,300,12,10090,1,dissent
1976,117,27,1,71,28,11,30200,3,dissent
1976,249,27,1,120,25,10,20060,2,dissent
1976,28,212,2,66,66,1,90090,9,dissent
1976,104,154,1,66,27,12,20060,2,dissent
1976,156,28,1,302,301,11,30190,3,dissent
1976,27,100,1,55,32,2,10050,1,dissent
1976,176,27,1,86,28,11,80060,8,dissent
1976,184,28,1,66,27,2,80010,8,dissent
1976,117,28,2,302,300,1,30190,3,dissent
1976,119,237,1,28,28,12,80020,8,dissent
1976,104,145,1,87,28,12,20060,2,dissent
1976,28,100,1,53,22,12,10150,1,dissent
1976,100,27,1,68,27,12,10170,1,dissent
1976,208,19,1,302,300,11,90150,9,dissent
1976,137,28,2,302,300,1,40010,4,dissent
1976,126,28,1,302,300,11,10180,1,dissent
1976,28,248,1,79,24,12,20190,2,dissent
1976,28,180,1,111,23,2,50020,5,dissent
1976,28,180,2,53,53,1,50020,5,dissent
1976,251,28,2,114,114,1,20020,2,dissent
1976,3,155,1,86,28,12,50020,5,dissent
1976,161,184,1,50,29,10,80010,8,dissent
1976,28,126,1,56,25,11,10020,1,dissent
1976,28,215,2,98,98,1,30010,3,dissent
1976,170,7,1,302,300,12,20160,2,dissent
1976,200,193,2,302,300,1,40060,4,dissent
1976,25,28,2,104,104,1,30180,3,dissent
1976,28,9,2,41,41,1,20140,2,dissent
1976,174,246,1,302,300,11,30040,3,dissent
1976,184,184,1,66,27,10,80010,8,dissent
1976,21,27,1,89,28,12,20050,2,dissent
1976,21,222,1,132,27,12,20050,2,dissent
1977,28,28,9,0,0,1,110010,11,majority
1977,5,193,1,302,300,12,80150,8,majority
1977,245,4,1,300,300,12,80110,8,majority
1977,123,233,1,302,300,12,100120,10,majority
1977,126,27,1,58,25,12,10170,1,majority
1977,113,173,1,302,301,6,90140,9,majority
1977,362,140,2,87,87,1,20180,2,majority
1977,28,166,2,302,300,1,90350,9,majority
1977,369,240,1,9,23,2,120020,12,majority
1977,28,232,2,302,300,1,30180,3,majority
1977,21,9,1,50,29,12,20140,2,majority
1977,100,28,1,66,27,4,10150,1,majority
1977,113,139,1,62,29,12,90320,9,majority
1977,226,16,2,302,300,1,90180,9,majority
1977,153,188,2,302,300,1,20130,2,majority
1977,126,28,1,66,27,12,90110,9,majority
1977,143,24,1,83,28,10,80010,8,majority
1977,126,28,1,42,25,12,10020,1,majority
1977,382,249,1,32,32,12,70140,7,majority
1977,28,202,2,132,132,1,20180,2,majority
1977,151,332,1,127,24,10,60010,6,majority
1977,184,184,1,66,27,0,90420,9,majority
1977,184,15,2,96,96,1,100110,10,majority
1977,240,27,1,80,21,2,120010,12,majority
1977,175,27,1,79,24,11,20170,2,majority
