"","X","sex","yob","g2000","g2002","g2004","p2000","p2002","p2004","voting","hawthorne","civicduty","neighbors","self","control"
"10499",10499,1,1981,1,1,1,1,0,1,1,0,0,1,0,0
"10500",10500,1,1959,0,1,1,0,1,1,1,0,0,0,0,1
"10501",10501,1,1954,1,1,1,1,1,0,0,1,0,0,0,0
"10502",10502,0,1951,1,1,1,1,1,0,0,1,0,0,0,0
"10503",10503,1,1985,0,0,1,0,0,0,0,1,0,0,0,0
"10504",10504,0,1968,0,0,1,0,0,0,0,0,1,0,0,0
"10505",10505,1,1972,1,1,1,0,0,1,0,0,1,0,0,0
"10506",10506,1,1965,1,1,1,0,1,0,1,0,0,1,0,0
"10507",10507,0,1964,1,1,1,0,1,0,1,0,0,1,0,0
"10508",10508,1,1970,1,1,1,0,1,0,0,0,0,0,1,0
"10509",10509,0,1971,1,1,1,0,1,0,0,0,0,0,1,0
"10510",10510,0,1964,1,1,1,0,0,0,0,1,0,0,0,0
"10511",10511,1,1972,0,1,1,0,0,1,0,1,0,0,0,0
"10512",10512,0,1969,0,1,1,0,0,0,1,0,0,0,0,1
"10513",10513,1,1969,0,1,1,1,1,0,1,0,0,0,0,1
"10514",10514,1,1946,1,0,1,1,0,0,0,0,0,0,0,1
"10515",10515,0,1945,1,1,1,1,1,0,0,0,0,0,0,1
"10516",10516,1,1963,1,1,1,0,1,1,1,0,1,0,0,0
"10517",10517,0,1959,0,1,1,0,1,1,1,0,1,0,0,0
"10518",10518,1,1966,1,0,1,0,1,0,0,0,0,0,0,1
"10519",10519,0,1964,1,0,1,0,0,0,0,0,0,0,0,1
"10520",10520,1,1970,1,1,1,1,0,0,0,0,0,0,0,1
"10521",10521,1,1953,1,1,1,1,1,0,0,0,0,0,0,1
"10522",10522,0,1949,1,1,1,1,1,0,0,0,0,0,0,1
"10523",10523,0,1956,0,1,1,0,1,0,0,0,0,0,1,0
"10524",10524,1,1955,1,1,1,0,1,0,0,0,0,0,1,0
"10525",10525,1,1972,1,1,1,0,0,0,0,0,0,1,0,0
"10526",10526,0,1972,1,1,1,0,0,0,0,0,0,1,0,0
"10527",10527,0,1954,1,1,1,0,1,1,0,0,0,1,0,0
"10528",10528,1,1953,1,0,1,0,0,0,0,0,0,1,0,0
"10529",10529,1,1961,1,1,1,0,1,1,1,0,0,0,0,1
"10530",10530,1,1966,1,1,1,0,1,1,1,0,0,0,0,1
"10531",10531,1,1972,0,1,1,1,1,1,1,1,0,0,0,0
"10532",10532,0,1970,1,1,1,1,1,1,1,1,0,0,0,0
"10533",10533,1,1985,0,0,1,0,0,0,0,0,0,0,0,1
"10534",10534,1,1950,1,1,1,0,0,0,0,0,0,0,0,1
"10535",10535,0,1941,1,1,1,0,0,0,1,0,0,0,0,1
"10536",10536,0,1956,1,1,1,0,0,0,0,0,0,0,0,1
"10537",10537,1,1959,1,1,1,0,0,0,1,0,0,0,0,1
"10538",10538,1,1951,1,1,1,0,1,1,1,0,0,0,0,1
"10539",10539,0,1949,1,1,1,0,1,1,1,0,0,0,0,1
"10540",10540,0,1965,1,1,1,0,0,0,0,1,0,0,0,0
"10541",10541,1,1966,1,1,1,0,0,0,0,1,0,0,0,0
"10542",10542,0,1970,1,1,1,0,0,1,0,0,1,0,0,0
"10543",10543,0,1946,1,1,1,0,0,1,0,0,0,0,1,0
"10544",10544,1,1948,1,1,1,0,0,0,0,0,0,0,1,0
"10545",10545,0,1963,1,1,1,0,0,0,0,0,0,0,0,1
"10546",10546,1,1972,1,1,1,1,1,0,0,0,0,0,0,1
"10547",10547,0,1945,1,1,1,1,0,1,0,0,0,0,0,1
"10548",10548,1,1949,1,0,1,1,0,0,0,0,0,0,0,1
"10549",10549,0,1969,0,1,1,0,0,0,0,0,0,1,0,0
"10550",10550,0,1965,1,1,1,0,1,1,1,0,0,0,0,1
"10551",10551,1,1966,0,1,1,0,1,0,0,0,0,0,0,1
"10552",10552,0,1981,1,1,1,0,1,0,0,0,0,1,0,0
"10553",10553,1,1947,1,1,1,1,1,0,1,0,0,1,0,0
"10554",10554,0,1945,1,1,1,1,1,0,1,0,0,1,0,0
"10555",10555,0,1941,1,0,1,0,0,1,0,0,0,0,1,0
"10556",10556,1,1943,1,1,1,0,0,1,0,0,0,0,1,0
"10557",10557,0,1961,1,0,1,0,0,0,0,0,0,0,1,0
"10558",10558,1,1966,1,1,1,0,0,0,0,0,0,0,1,0
"10559",10559,0,1963,1,1,1,0,1,0,0,0,0,0,0,1
"10560",10560,1,1972,0,0,1,0,0,0,0,0,0,0,0,1
"10561",10561,0,1958,1,0,1,1,0,0,0,0,0,0,0,1
"10562",10562,1,1958,0,1,1,1,1,0,0,0,0,0,0,1
"10563",10563,1,1957,1,1,1,0,0,1,0,0,0,0,0,1
"10564",10564,0,1959,1,1,1,0,1,1,0,0,0,0,0,1
"10565",10565,1,1955,1,1,1,0,0,0,0,0,0,0,0,1
"10566",10566,1,1983,0,1,1,0,0,0,0,0,0,0,0,1
"10567",10567,0,1953,0,1,1,0,1,1,0,0,0,0,0,1
"10568",10568,0,1962,1,1,1,1,0,0,0,0,0,0,0,1
"10569",10569,1,1964,1,0,1,1,0,1,0,0,0,0,0,1
"10570",10570,0,1937,1,0,1,1,1,0,0,0,0,0,0,1
"10571",10571,0,1957,1,1,1,0,0,0,1,0,0,0,0,1
"10572",10572,1,1959,1,1,1,0,0,0,0,0,0,0,0,1
"10573",10573,0,1971,1,1,1,0,0,0,0,1,0,0,0,0
"10574",10574,1,1971,1,1,1,0,0,0,0,1,0,0,0,0
"10575",10575,1,1959,1,1,1,0,0,0,0,1,0,0,0,0
"10576",10576,0,1959,1,1,1,0,0,0,0,1,0,0,0,0
"10577",10577,1,1948,1,1,1,0,1,0,0,0,1,0,0,0
"10578",10578,0,1948,1,1,1,0,1,0,0,0,1,0,0,0
"10579",10579,0,1955,1,1,1,0,0,0,1,0,0,0,0,1
"10580",10580,1,1984,0,0,1,0,0,0,0,0,0,0,0,1
"10581",10581,1,1956,0,1,1,1,0,0,1,0,0,0,0,1
"10582",10582,1,1982,1,1,1,1,0,0,1,0,0,0,0,1
"10583",10583,0,1945,0,1,1,0,1,1,1,0,0,0,0,1
"10584",10584,0,1964,1,1,1,0,0,1,0,0,1,0,0,0
"10585",10585,1,1966,1,1,1,0,1,1,1,0,1,0,0,0
"10586",10586,0,1969,1,0,1,0,1,0,0,0,1,0,0,0
"10587",10587,1,1971,1,1,1,0,1,0,0,0,1,0,0,0
"10588",10588,1,1961,1,0,1,0,0,1,1,0,0,1,0,0
"10589",10589,0,1958,1,0,1,0,1,1,1,0,0,1,0,0
"10590",10590,0,1965,1,1,1,0,0,1,1,0,0,0,1,0
"10591",10591,0,1942,1,1,1,0,1,0,0,0,0,0,1,0
"10592",10592,1,1963,1,1,1,0,0,0,0,1,0,0,0,0
"10593",10593,0,1966,1,1,1,0,0,1,0,0,0,0,0,1
"10594",10594,1,1965,1,1,1,1,0,0,0,0,0,0,0,1
"10595",10595,0,1953,1,1,1,0,0,1,1,0,0,0,0,1
"10596",10596,1,1951,1,1,1,0,0,1,1,0,0,0,0,1
"10597",10597,1,1967,1,1,1,0,0,1,0,0,0,0,0,1
"10598",10598,0,1964,1,1,1,0,0,0,0,0,0,0,0,1
"10599",10599,1,1960,1,1,1,1,0,1,0,0,0,1,0,0
"10600",10600,0,1955,1,1,1,0,0,1,0,0,0,1,0,0
"10601",10601,0,1984,0,0,1,0,0,0,0,0,0,1,0,0
"10602",10602,0,1963,1,1,1,0,1,0,0,0,0,0,0,1
"10603",10603,1,1972,1,1,1,0,0,0,0,0,0,0,0,1
"10604",10604,0,1938,0,1,1,0,0,0,0,0,1,0,0,0
"10605",10605,0,1959,0,1,1,0,1,0,1,0,0,0,0,1
"10606",10606,1,1965,1,1,1,1,1,0,0,1,0,0,0,0
"10607",10607,0,1965,1,1,1,1,1,0,0,1,0,0,0,0
"10608",10608,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"10609",10609,0,1956,1,1,1,0,1,0,0,0,0,0,0,1
"10610",10610,1,1958,1,0,1,0,0,0,0,0,0,0,0,1
"10611",10611,0,1962,1,1,1,0,0,0,0,0,0,0,0,1
"10612",10612,1,1962,1,1,1,1,0,0,0,0,0,0,0,1
"10613",10613,0,1949,1,1,1,1,0,0,0,0,0,0,0,1
"10614",10614,1,1951,0,1,1,0,0,1,0,0,0,0,0,1
"10615",10615,0,1983,0,0,1,0,0,0,0,0,0,0,0,1
"10616",10616,0,1985,0,0,1,0,0,0,0,0,0,0,0,1
"10617",10617,1,1952,1,1,1,0,1,1,1,0,0,0,0,1
"10618",10618,0,1957,1,1,1,0,0,0,0,0,0,0,0,1
"10619",10619,1,1966,1,1,1,0,0,1,0,0,0,0,0,1
"10620",10620,0,1961,1,1,1,1,0,1,0,0,0,0,0,1
"10621",10621,1,1965,0,0,1,0,0,0,0,0,0,0,1,0
"10622",10622,0,1958,0,0,1,0,0,0,0,0,0,0,1,0
"10623",10623,1,1962,1,1,1,0,0,0,0,0,0,0,0,1
"10624",10624,0,1965,1,1,1,0,1,1,1,0,0,0,1,0
"10625",10625,1,1982,0,0,1,0,0,0,0,0,0,0,0,1
"10626",10626,0,1985,0,0,1,0,0,0,0,0,0,0,0,1
"10627",10627,0,1958,1,1,1,0,1,1,0,0,0,0,0,1
"10628",10628,1,1956,1,1,1,0,0,1,0,0,0,0,0,1
"10629",10629,0,1971,0,1,1,0,1,0,1,0,0,0,0,1
"10630",10630,1,1979,0,1,1,0,0,0,0,0,0,0,0,1
"10631",10631,1,1960,1,1,1,1,1,1,1,1,0,0,0,0
"10632",10632,0,1958,1,1,1,1,1,0,0,1,0,0,0,0
"10633",10633,0,1980,1,1,1,0,0,0,0,1,0,0,0,0
"10634",10634,1,1951,1,1,1,0,0,0,0,1,0,0,0,0
"10635",10635,0,1941,1,1,1,1,0,0,0,1,0,0,0,0
"10636",10636,1,1963,1,1,1,0,0,0,0,0,1,0,0,0
"10637",10637,0,1963,1,0,1,0,0,0,0,0,1,0,0,0
"10638",10638,1,1951,0,1,1,1,1,0,0,0,0,0,0,1
"10639",10639,0,1965,1,1,1,1,0,1,0,0,0,0,0,1
"10640",10640,1,1966,1,1,1,1,0,1,1,0,0,0,0,1
"10641",10641,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"10642",10642,1,1957,1,1,1,1,1,0,0,0,0,0,0,1
"10643",10643,0,1957,1,1,1,1,1,0,0,0,0,0,0,1
"10644",10644,1,1952,1,1,1,0,1,0,0,0,0,0,0,1
"10645",10645,0,1949,1,1,1,1,1,0,1,0,0,0,0,1
"10646",10646,0,1959,1,1,1,0,1,1,1,0,0,0,0,1
"10647",10647,1,1958,1,1,1,0,1,0,1,0,0,0,0,1
"10648",10648,1,1986,0,0,1,0,0,1,1,0,0,0,0,1
"10649",10649,1,1983,0,1,1,0,1,1,1,0,0,0,0,1
"10650",10650,1,1950,1,1,1,1,0,0,1,0,0,1,0,0
"10651",10651,1,1964,1,0,1,0,0,0,0,0,0,1,0,0
"10652",10652,0,1961,1,1,1,1,0,0,1,0,0,1,0,0
"10653",10653,1,1961,1,1,1,0,0,0,0,0,0,0,0,1
"10654",10654,0,1964,1,1,1,0,0,0,0,0,0,0,0,1
"10655",10655,0,1967,0,1,1,0,1,1,1,0,0,0,0,1
"10656",10656,1,1972,1,1,1,1,0,1,1,0,0,0,0,1
"10657",10657,1,1971,1,1,1,0,0,1,0,0,1,0,0,0
"10658",10658,0,1966,1,1,1,0,0,1,0,0,1,0,0,0
"10659",10659,0,1968,1,1,1,0,0,1,1,0,0,1,0,0
"10660",10660,1,1974,1,1,1,0,1,0,0,0,0,0,0,1
"10661",10661,0,1968,1,1,1,0,0,0,0,0,0,0,1,0
"10662",10662,1,1970,1,0,1,1,1,1,1,0,0,0,0,1
"10663",10663,0,1970,1,1,1,1,1,1,1,0,0,0,0,1
"10664",10664,0,1969,1,1,1,0,1,1,0,0,1,0,0,0
"10665",10665,1,1967,0,1,1,1,1,1,0,0,1,0,0,0
"10666",10666,1,1954,1,1,1,0,1,0,0,1,0,0,0,0
"10667",10667,0,1955,1,1,1,0,1,0,0,1,0,0,0,0
"10668",10668,1,1966,0,1,1,1,0,0,1,0,0,1,0,0
"10669",10669,0,1954,1,0,1,1,0,0,0,0,1,0,0,0
"10670",10670,1,1961,1,1,1,1,1,0,0,0,1,0,0,0
"10671",10671,1,1961,1,0,1,0,1,0,0,0,0,0,0,1
"10672",10672,0,1965,1,1,1,0,1,0,0,0,0,0,0,1
"10673",10673,0,1968,1,1,1,1,1,0,0,0,0,0,0,1
"10674",10674,1,1969,1,1,1,1,1,0,0,0,0,0,0,1
"10675",10675,0,1972,1,1,1,0,1,0,0,1,0,0,0,0
"10676",10676,1,1972,1,1,1,0,1,0,0,1,0,0,0,0
"10677",10677,0,1959,1,0,1,0,1,1,1,0,0,0,0,1
"10678",10678,1,1962,1,0,1,0,0,1,1,0,0,0,0,1
"10679",10679,1,1974,1,1,1,1,1,1,0,0,0,0,1,0
"10680",10680,1,1946,1,0,1,0,0,0,0,0,0,0,0,1
"10681",10681,0,1946,1,1,1,0,1,0,0,0,0,0,0,1
"10682",10682,1,1958,1,1,1,0,1,0,0,0,0,0,0,1
"10683",10683,0,1956,1,1,1,0,1,0,0,0,0,0,0,1
"10684",10684,1,1971,1,1,1,0,1,0,1,0,0,0,0,1
"10685",10685,0,1965,1,1,1,0,1,0,0,0,0,0,0,1
"10686",10686,1,1947,1,1,1,0,1,0,0,0,0,0,0,1
"10687",10687,0,1957,1,1,1,0,1,0,0,0,0,0,0,1
"10688",10688,1,1962,0,1,1,1,1,0,0,0,0,0,0,1
"10689",10689,0,1966,1,0,1,0,0,0,0,0,0,0,0,1
"10690",10690,1,1964,1,1,1,0,1,0,0,0,0,0,0,1
"10691",10691,0,1948,0,1,1,1,0,0,0,0,0,1,0,0
"10692",10692,1,1954,1,1,1,0,0,0,0,0,0,1,0,0
"10693",10693,1,1984,0,0,1,0,0,0,0,0,0,0,0,1
"10694",10694,0,1961,1,1,1,0,0,0,0,0,0,0,0,1
"10695",10695,1,1963,1,1,1,0,0,1,0,0,0,0,0,1
"10696",10696,1,1946,0,1,1,0,1,1,1,1,0,0,0,0
"10697",10697,0,1943,0,1,1,0,1,1,1,1,0,0,0,0
"10698",10698,0,1962,1,0,1,1,0,1,0,0,0,0,0,1
"10699",10699,1,1963,1,0,1,1,0,1,0,0,0,0,0,1
"10700",10700,1,1953,1,1,1,0,0,1,1,1,0,0,0,0
"10701",10701,0,1955,1,1,1,0,0,1,1,1,0,0,0,0
"10702",10702,0,1929,1,1,1,0,1,0,1,0,0,0,0,1
"10703",10703,1,1945,1,1,1,1,1,0,1,0,0,0,0,1
"10704",10704,0,1972,1,1,1,1,0,1,0,0,0,0,0,1
"10705",10705,1,1974,1,1,1,1,0,0,0,0,0,0,0,1
"10706",10706,1,1972,1,1,1,0,1,0,0,0,0,0,0,1
"10707",10707,0,1971,1,1,1,0,1,1,0,0,0,0,0,1
"10708",10708,0,1965,1,1,1,0,1,0,0,0,0,0,0,1
"10709",10709,1,1969,1,1,1,0,1,1,0,0,0,0,0,1
"10710",10710,0,1961,1,1,1,0,1,1,0,0,1,0,0,0
"10711",10711,0,1956,0,1,1,1,1,0,1,0,0,0,0,1
"10712",10712,1,1957,0,0,1,0,1,0,0,0,0,0,0,1
"10713",10713,1,1966,1,1,1,0,1,1,0,0,0,0,0,1
"10714",10714,0,1966,1,1,1,0,1,1,0,0,0,0,0,1
"10715",10715,0,1970,1,1,1,0,1,1,1,0,0,0,1,0
"10716",10716,0,1917,0,1,1,0,0,1,1,0,0,0,1,0
"10717",10717,1,1967,1,1,1,0,0,0,1,0,0,1,0,0
"10718",10718,0,1964,1,1,1,0,1,0,0,0,0,1,0,0
"10719",10719,0,1966,0,1,1,0,1,0,0,0,1,0,0,0
"10720",10720,1,1972,1,1,1,0,0,0,0,0,1,0,0,0
"10721",10721,1,1972,1,1,1,1,0,0,0,0,0,0,0,1
"10722",10722,0,1971,1,1,1,1,1,0,0,0,0,0,0,1
"10723",10723,1,1959,1,1,1,0,0,0,0,0,0,0,0,1
"10724",10724,0,1959,1,1,1,1,0,0,0,0,0,0,0,1
"10725",10725,1,1964,1,1,1,0,0,0,0,1,0,0,0,0
"10726",10726,0,1962,1,1,1,0,0,0,0,1,0,0,0,0
"10727",10727,0,1964,1,0,1,0,0,0,0,0,0,0,1,0
"10728",10728,1,1967,1,1,1,0,1,0,0,0,0,0,1,0
"10729",10729,1,1967,0,1,1,1,1,1,0,0,0,0,0,1
"10730",10730,1,1965,1,1,1,0,0,0,0,0,0,0,0,1
"10731",10731,0,1964,1,1,1,0,0,0,0,0,0,0,0,1
"10732",10732,0,1958,1,0,1,0,0,0,0,0,0,1,0,0
"10733",10733,1,1958,1,1,1,1,0,0,0,0,0,1,0,0
"10734",10734,0,1985,0,0,1,0,0,0,0,0,0,1,0,0
"10735",10735,1,1975,1,1,1,0,1,0,0,0,0,0,0,1
"10736",10736,0,1969,1,1,1,0,0,0,0,0,0,0,0,1
"10737",10737,0,1943,1,1,1,0,1,0,0,0,0,0,0,1
"10738",10738,1,1947,1,1,1,1,1,0,1,0,0,0,0,1
"10739",10739,0,1969,1,1,1,0,1,1,0,0,0,0,0,1
"10740",10740,1,1966,1,0,1,0,0,0,0,0,0,0,0,1
"10741",10741,1,1956,0,0,1,0,0,1,1,0,0,0,0,1
"10742",10742,0,1986,0,0,1,0,0,0,0,0,0,0,0,1
"10743",10743,0,1955,0,0,1,0,0,0,1,0,0,0,0,1
"10744",10744,1,1964,1,1,1,0,0,1,0,0,0,0,0,1
"10745",10745,1,1961,1,1,1,1,0,0,0,1,0,0,0,0
"10746",10746,1,1948,1,1,1,1,1,1,1,0,0,0,1,0
"10747",10747,0,1948,1,1,1,0,1,0,1,0,0,0,1,0
"10748",10748,0,1955,1,1,1,0,0,0,0,0,1,0,0,0
"10749",10749,1,1961,1,1,1,0,0,0,0,0,1,0,0,0
"10750",10750,0,1974,1,1,1,0,1,0,0,0,1,0,0,0
"10751",10751,0,1979,1,1,1,0,0,1,0,0,0,1,0,0
"10752",10752,1,1977,1,1,1,0,1,0,0,0,0,1,0,0
"10753",10753,1,1960,1,1,1,1,0,0,1,0,0,0,0,1
"10754",10754,0,1958,1,1,1,1,1,0,1,0,0,0,0,1
"10755",10755,0,1959,1,1,1,1,0,1,1,0,0,0,0,1
"10756",10756,1,1964,1,1,1,1,1,0,0,0,0,0,0,1
"10757",10757,1,1967,0,1,1,0,0,1,0,1,0,0,0,0
"10758",10758,0,1966,0,1,1,0,0,1,1,1,0,0,0,0
"10759",10759,0,1957,1,1,1,0,0,0,1,0,0,0,0,1
"10760",10760,1,1966,0,1,1,0,0,0,1,0,0,0,0,1
"10761",10761,0,1942,1,1,1,0,1,0,0,0,1,0,0,0
"10762",10762,0,1958,0,1,1,0,0,0,0,0,0,0,0,1
"10763",10763,1,1959,0,1,1,0,0,0,0,0,0,0,0,1
"10764",10764,0,1966,0,1,1,0,0,1,0,0,0,0,0,1
"10765",10765,1,1960,1,1,1,0,0,0,0,0,0,0,0,1
"10766",10766,0,1963,1,1,1,0,0,0,0,0,0,0,0,1
"10767",10767,1,1962,1,1,1,0,0,1,0,0,0,0,0,1
"10768",10768,1,1963,1,1,1,1,0,1,0,0,0,0,1,0
"10769",10769,0,1965,1,1,1,0,0,0,0,0,0,0,1,0
"10770",10770,1,1967,1,1,1,0,0,1,0,0,0,0,0,1
"10771",10771,0,1956,1,1,1,0,0,1,0,0,0,0,0,1
"10772",10772,1,1967,0,1,1,0,1,1,1,0,0,1,0,0
"10773",10773,0,1956,1,1,1,1,0,0,0,0,1,0,0,0
"10774",10774,0,1971,1,1,1,0,0,0,0,0,0,1,0,0
"10775",10775,1,1969,0,1,1,0,1,0,0,0,0,1,0,0
"10776",10776,1,1967,1,0,1,0,1,0,0,1,0,0,0,0
"10777",10777,0,1966,0,1,1,0,1,1,0,1,0,0,0,0
"10778",10778,0,1944,1,1,1,0,0,0,0,0,0,0,1,0
"10779",10779,1,1957,1,1,1,0,0,0,0,0,0,0,1,0
"10780",10780,1,1968,1,1,1,0,1,0,1,0,0,0,0,1
"10781",10781,0,1967,1,0,1,0,0,0,0,0,0,0,0,1
"10782",10782,0,1962,1,1,1,0,1,0,0,0,0,0,0,1
"10783",10783,1,1973,0,0,1,0,0,0,0,0,0,0,0,1
"10784",10784,0,1954,1,1,1,0,0,0,0,0,0,0,0,1
"10785",10785,1,1961,1,1,1,0,0,0,0,0,0,0,0,1
"10786",10786,0,1973,0,1,1,0,1,0,0,0,0,0,0,1
"10787",10787,1,1963,1,1,1,0,0,1,1,0,0,0,0,1
"10788",10788,0,1960,0,1,1,0,0,1,1,0,0,0,0,1
"10789",10789,1,1963,1,1,1,0,0,1,1,0,0,0,0,1
"10790",10790,0,1960,1,1,1,0,0,1,1,0,0,0,0,1
"10791",10791,0,1983,0,1,1,0,1,1,0,0,0,0,0,1
"10792",10792,0,1951,1,1,1,1,1,1,1,0,0,0,0,1
"10793",10793,0,1985,0,0,1,0,0,0,0,0,0,0,0,1
"10794",10794,1,1958,1,1,1,0,1,0,0,0,0,0,0,1
"10795",10795,1,1950,1,0,1,1,0,0,0,0,0,0,0,1
"10796",10796,1,1980,1,0,1,0,0,0,1,0,0,0,0,1
"10797",10797,0,1950,1,0,1,1,1,1,1,0,0,0,0,1
"10798",10798,0,1947,1,0,1,1,1,0,1,0,0,1,0,0
"10799",10799,1,1973,1,1,1,0,0,1,1,0,0,0,0,1
"10800",10800,0,1971,1,1,1,1,0,1,1,0,0,0,0,1
"10801",10801,1,1951,1,0,1,0,0,0,0,0,0,0,0,1
"10802",10802,0,1950,1,1,1,0,0,0,0,0,0,0,0,1
"10803",10803,0,1966,1,1,1,0,0,0,0,0,0,1,0,0
"10804",10804,1,1969,1,1,1,0,0,1,0,0,0,1,0,0
"10805",10805,0,1964,1,1,1,0,0,0,0,0,0,0,0,1
"10806",10806,1,1967,1,1,1,0,0,1,0,0,0,0,0,1
"10807",10807,1,1955,1,1,1,0,0,1,1,0,0,0,0,1
"10808",10808,0,1950,1,1,1,0,0,1,1,0,0,0,0,1
"10809",10809,0,1952,1,1,1,0,0,1,1,1,0,0,0,0
"10810",10810,1,1973,0,1,1,0,0,0,0,0,1,0,0,0
"10811",10811,0,1969,1,1,1,0,1,0,0,0,1,0,0,0
"10812",10812,0,1985,0,0,1,0,0,1,0,0,0,0,1,0
"10813",10813,0,1967,1,1,1,0,1,0,0,0,0,0,1,0
"10814",10814,1,1968,1,0,1,1,0,0,0,0,1,0,0,0
"10815",10815,0,1965,1,0,1,1,0,0,0,0,1,0,0,0
"10816",10816,0,1964,0,0,1,0,0,0,0,1,0,0,0,0
"10817",10817,1,1964,1,0,1,0,0,1,0,1,0,0,0,0
"10818",10818,1,1960,1,1,1,0,0,1,0,0,0,0,1,0
"10819",10819,0,1959,1,1,1,0,0,0,0,0,0,0,1,0
"10820",10820,0,1942,1,1,1,0,1,0,1,0,0,0,0,1
"10821",10821,1,1954,1,1,1,0,1,0,0,0,0,0,0,1
"10822",10822,0,1983,0,1,1,0,1,0,0,0,0,0,0,1
"10823",10823,0,1954,1,1,1,0,1,0,0,0,0,0,0,1
"10824",10824,1,1961,1,1,1,0,0,1,0,0,0,0,0,1
"10825",10825,0,1958,1,1,1,0,0,1,0,0,0,0,0,1
"10826",10826,1,1972,1,0,1,1,0,0,0,0,0,1,0,0
"10827",10827,0,1971,1,1,1,1,0,1,0,0,0,1,0,0
"10828",10828,0,1962,1,1,1,1,1,0,0,0,0,0,1,0
"10829",10829,1,1938,1,1,1,1,0,0,0,0,0,0,0,1
"10830",10830,0,1935,1,1,1,1,0,0,0,0,0,0,0,1
"10831",10831,0,1968,1,0,1,1,1,0,0,0,0,1,0,0
"10832",10832,1,1970,1,0,1,0,0,0,0,0,0,1,0,0
"10833",10833,0,1945,1,1,1,0,1,1,0,1,0,0,0,0
"10834",10834,1,1945,1,1,1,1,0,1,0,0,0,0,0,1
"10835",10835,0,1943,1,1,1,0,0,0,0,0,0,0,0,1
"10836",10836,0,1964,1,1,1,0,1,0,0,0,0,0,0,1
"10837",10837,1,1966,1,1,1,0,1,0,0,0,0,0,0,1
"10838",10838,1,1950,1,1,1,0,1,0,0,0,0,0,0,1
"10839",10839,1,1972,1,1,1,0,1,0,0,0,0,0,1,0
"10840",10840,0,1975,0,1,1,0,0,0,0,0,0,0,1,0
"10841",10841,1,1967,1,1,1,0,1,1,0,0,1,0,0,0
"10842",10842,0,1964,1,1,1,1,0,1,0,0,1,0,0,0
"10843",10843,1,1948,1,1,1,0,0,0,0,1,0,0,0,0
"10844",10844,0,1947,1,1,1,1,1,0,0,1,0,0,0,0
"10845",10845,1,1960,0,1,1,0,0,1,0,0,0,0,0,1
"10846",10846,0,1947,0,1,1,0,0,1,1,0,0,0,0,1
"10847",10847,0,1981,1,0,1,0,0,0,0,0,1,0,0,0
"10848",10848,0,1948,1,1,1,0,0,1,1,0,1,0,0,0
"10849",10849,1,1951,1,1,1,0,0,1,0,0,1,0,0,0
"10850",10850,0,1956,1,1,1,1,1,0,0,0,0,0,0,1
"10851",10851,0,1982,0,0,1,0,0,0,0,0,0,0,0,1
"10852",10852,1,1955,1,1,1,1,1,0,0,0,0,0,0,1
"10853",10853,1,1951,1,1,1,0,0,1,0,0,0,0,0,1
"10854",10854,0,1951,1,1,1,0,0,1,0,0,0,0,0,1
"10855",10855,0,1947,1,0,1,0,0,0,0,0,0,0,0,1
"10856",10856,0,1974,1,0,1,0,0,1,0,0,0,0,0,1
"10857",10857,1,1949,1,1,1,0,0,0,0,0,0,0,0,1
"10858",10858,1,1940,1,1,1,0,1,1,1,0,0,0,0,1
"10859",10859,0,1940,1,1,1,0,0,1,1,0,0,0,0,1
"10860",10860,0,1972,1,1,1,1,1,0,0,0,0,0,0,1
"10861",10861,1,1969,1,1,1,0,1,0,1,0,0,0,0,1
"10862",10862,0,1970,1,1,1,1,1,0,1,0,0,0,0,1
"10863",10863,1,1965,1,1,1,0,0,1,0,0,0,1,0,0
"10864",10864,1,1986,0,0,1,0,0,0,0,0,0,0,1,0
"10865",10865,0,1956,1,1,1,1,1,0,0,0,0,0,1,0
"10866",10866,0,1973,1,1,1,0,0,1,0,0,0,0,0,1
"10867",10867,1,1976,1,0,1,0,0,1,0,0,0,0,0,1
"10868",10868,1,1986,0,0,1,0,0,1,0,0,1,0,0,0
"10869",10869,1,1955,1,1,1,1,0,1,0,0,1,0,0,0
"10870",10870,0,1953,1,0,1,0,0,0,0,0,1,0,0,0
"10871",10871,1,1946,1,1,1,1,1,1,1,0,0,0,1,0
"10872",10872,0,1944,1,1,1,1,1,0,1,0,0,0,1,0
"10873",10873,0,1964,1,1,1,0,0,1,0,0,1,0,0,0
"10874",10874,1,1965,1,1,1,0,0,1,0,0,1,0,0,0
"10875",10875,0,1961,1,1,1,0,1,0,1,1,0,0,0,0
"10876",10876,1,1969,1,1,1,0,0,1,0,0,0,0,0,1
"10877",10877,0,1965,1,1,1,0,0,0,0,0,0,0,0,1
"10878",10878,1,1955,0,1,1,0,0,0,0,0,0,0,0,1
"10879",10879,0,1944,1,1,1,0,0,1,0,0,0,0,0,1
"10880",10880,1,1970,0,0,1,0,0,0,0,0,0,0,0,1
"10881",10881,0,1970,1,1,1,0,1,1,0,0,0,0,0,1
"10882",10882,0,1984,0,1,1,0,0,0,0,0,0,0,0,1
"10883",10883,1,1960,0,1,1,1,1,0,0,0,0,0,0,1
"10884",10884,0,1958,0,1,1,1,1,0,0,0,0,0,0,1
"10885",10885,1,1944,1,1,1,0,0,0,0,1,0,0,0,0
